"All","Alle"
"Normalize Date","Normaliseer Datum"
"The attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_) in this field. The first character should be a letter.","Attribuutcode is ongeldig. Gebruik alleen letters (a-z), cijfers (0-9) of underscores (_) in dit veld. Eerste teken moet een letter zijn."
"Sign Out","Uitloggen"
"Sign In","Inloggen"
"You are subscribed to our newsletter.","U heeft zich aangemeld voor op de nieuwsbrief."
"You aren't subscribed to our newsletter.","U heeft zich niet aangemeld voor op de nieuwsbrief."
"You have not set a default shipping address.","Je hebt geen standaard afleveradres ingevoerd."
"You have not set a default billing address.","U heeft geen standaard factuuradres ingevoerd."
"Address Book","Adresboek"
"Edit Address","Bewerk adres"
"region","regio"
"Create Order","Bestelling aanmaken"
"Save Customer","Klant opslaan"
"Delete Customer","Klant verwijderen"
"Reset Password","Wachtwoord herstellen"
"Are you sure you want to revoke the customer's tokens?","Weet u zeker dat u de klant tokens wenst in te trekken?"
"Force Sign-In","Forceer opnieuw inloggen"
"New Customer","Nieuwe klant"
"Save and Continue Edit","Toepassen"
"Back","Terug"
"Please select","Selecteer"
"Reset","Reset"
"ID","ID"
"Product","Product"
"SKU","Art.nr."
"Quantity","Aantal"
"Price","Prijs"
"Total","Totaal"
"Action","Actie"
"Configure","Configureren"
"Delete","Verwijder"
"Shopping Cart from %1","Winkelwagen van %1"
"Newsletter","Nieuwsbrief"
"Newsletter Information","Nieuwsbriefgegevens"
"Subscribed to Newsletter","Geabonneerd op nieuwsbrief"
"Last Date Subscribed","Laatste datum geabonneerd"
"Last Date Unsubscribed","Laatste datum uitgeschreven"
"No Newsletter Found","Geen nieuwsbrief gevonden"
"Start date","Begindatum"
"End Date","einddatum"
"Receive Date","Ontvangstdatum"
"Subject","Onderwerp"
"Status","Status"
"Sent","Verstuurd"
"Cancel","Annuleer"
"Not Sent","Niet verstuurd"
"Sending","Bezig met verzenden"
"Paused","Gepauzeerd"
"View","Bekijk"
"Unknown","Onbekend"
"Order","Bestelling"
"Purchased","Gekocht"
"Bill-to Name","Factuurnaam"
"Ship-to Name","Verzendnaam"
"Order Total","Totaal"
"Purchase Point","Verkooppunt"
"Customer View","Overzicht"
"There are no items in customer's shopping cart.","Er zijn geen producten in de winkelwagen van de klant."
"Qty","Aantal"
"Confirmed","Bevestigd"
"Confirmation Required","Bevestiging vereist"
"Confirmation Not Required","Bevestiging niet vereist"
"Indeterminate","Onbepaalde"
"The customer does not have default billing address.","De klant heeft geen standaard factuuradres"
"Offline","Offline"
"Online","Online"
"Never","Nooit"
"Unlocked","Ontgrendeld"
"Locked","Vergrendeld"
"Deleted Stores","Verwijderde winkels"
"Add Locale","Locale toevoegen"
"Add Date","Datum toevoegen"
"Days in Wish List","Dagen in verlanglijst"
"Unlock","Deblokkeer"
"No","Nee"
"Yes","Ja"
"Delete File","Bestand verwijderen"
"Download","Downloads"
"Delete Image","Verwijder afbeelding"
"View Full Size","Bekijk op ware grootte"
"All countries","Alle landen"
"Customer Groups","Klantengroepen"
"Add New Customer Group","Nieuwe klantgroep toevoegen"
"Save Customer Group","Klantgroep opslaan"
"Delete Customer Group","Klantgroep verwijderen"
"New Customer Group","Nieuwe klantgroep"
"Edit Customer Group ""%1""","Wijzig klantgroep ""%1"""
"Group Information","Groepsgegevens"
"Group Name","Groepsnaam"
"Maximum length must be less then %1 characters.","Maximale lengte moet minder dan %1 karakters zijn."
"Tax Class","Belasting-tariefgroep"
"The customer is now assigned to Customer Group %s.","De klant is nu toegewezen aan klantgroep %s."
"Would you like to change the Customer Group for this order?","Wilt u de klantgroep veranderen voor deze bestelling?"
"The VAT ID is valid.","Het Belasting nummer is geldig."
"The VAT ID entered (%s) is not a valid VAT ID.","Het ingevulde Belasting-nummer (%s) is geen geldig Belasting-nummer."
"The VAT ID is valid. The current Customer Group will be used.","Belasting-nummer is geldig, de huidige klantgroep zal worden gebruikt."
"The VAT ID is valid but no Customer Group is assigned for it.","Het Belasting-nummer is geldig maar er is geen klantgroep toegewezen."
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Gebaseerd op het Belasting-nummer, zou de klant tot klantgroep %s behoren."
"Something went wrong while validating the VAT ID.","Er ging iets mis tijdens het valideren van het Belasting nummer."
"The customer would belong to Customer Group %s.","De klant zou behoren tot de groep Customer %s."
"There was an error detecting Customer Group.","Er is een fout opgetreden bij Klant Groep."
"Validate VAT Number","Valideer Belasting-nummer"
"Customer Login","Klant Login"
"Create New Customer Account","Nieuw account aanmaken"
"Date of Birth","Geboortedatum"
"Bad request.","Foute aanvraag"
"This confirmation key is invalid or has expired.","Deze bevestiging sleutel is ongeldig of is verlopen."
"There was an error confirming the account","Er is een fout opgetreden tijdens het bevestiging van het account"
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Als u een geregistreerde Belasting-klant bent, gelieve <a href=""%1""> hier te klikken </a> om uw verzendadres in te voeren voor een juiste Belasting-berekening."
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Als u een geregistreerde Belasting-klant bent, gelieve <a href=""%1""> hier te klikken </a> om uw factuuradres in te voeren voor een juiste Belasting-berekening."
"Thank you for registering with %1.","Bedankt voor uw registratie bij %1."
"Please check your email for confirmation key.","Controleer uw email voor de bevestigingscode."
"This email does not require confirmation.","Deze e-mail hoeft niet bevestigt te worden"
"Wrong email.","Onjuist e-mailadres."
"Your password reset link has expired.","Uw wachtwoord-reset-link is verlopen"
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","U moet uw account bevestigen. Controleer uw email voor de bevestigingslink of <a href=""%1""> Klik hier</a> voor een nieuwe link."
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Er is al een account met dit e-mailadres. Als je zeker weet dat dit jouw e-mailadres is, <a href=""%1"">klik dan hier</a> om jouw wachtwoord op te vragen en toegang te krijgen tot je account."
"We can't save the customer.","We kunnen de klant niet opslaan."
"Please make sure your passwords match.","Zorg dat de wachtwoorden overeenkomen."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Als u een geregistreerde Belasting-klant bent, gelieve <a href=""%1""> hier te klikken </a> om uw verzendadres in te voeren voor een juiste Belasting-berekening."
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Als u een geregistreerde Belasting-klant bent, gelieve <a href=""%1""> hier te klikken </a> om uw factuuradres in te voeren voor een juiste Belasting-berekening."
"Account Information","Accountgegevens"
"You saved the account information.","U heeft de accountgegevens opgeslagen."
"You did not sign in correctly or your account is temporarily disabled.","Inloggegevens zijn onjuist of uw account is tijdelijk uitgeschakeld."
"Password confirmation doesn't match entered password.","Wachtwoord-bevestiging komt niet overeen met ingegeven wachtwoord."
"The password doesn't match this account.","Het wachtwoord komt niet overeen met dit account."
"Please correct the email address.","Corrigeer het e-mailadres."
"We're unable to send the password reset email.","We kunnen de wachtwoordherstel e-mail niet verzenden."
"Please enter your email.","Voer uw e-mailadres in."
"If there is an account associated with %1 you will receive an email with a link to reset your password.","Als er een account is gekoppeld aan %1, ontvangt u een e-mail met een link om uw wachtwoord opnieuw in te stellen."
"My Account","Account"
"This account is not confirmed. <a href=""%1"">Click here</a> to resend confirmation email.","Deze account is niet bevestigd. <a href=""%1"">Klik hier</a> om de bevestigingsmail opnieuw te verzenden."
"An unspecified error occurred. Please contact us for assistance.","Een niet nader gekende fout deed zich voor. Neem contact met ons op voor hulp."
"A login and a password are required.","Gebruikersnaam en wachtwoord zijn verplicht."
"New Password and Confirm New Password values didn't match.","Het nieuwe wachtwoord en de bevestiging van het nieuwe wachtwoord komen niet overeen."
"Please enter a new password.","Voer een nieuw wachtwoord."
"You updated your password.","Uw wachtwoord is bijgewerkt."
"Something went wrong while saving the new password.","Er ging iets mis bij het opslaan van het nieuwe wachtwoord."
"You deleted the address.","U hebt het adres verwijderd."
"We can't delete the address right now.","We kunnen het adres op dit moment niet verwijderen."
"You saved the address.","U hebt het adres opgeslagen."
"We can't save the address.","We kunnen het adres niet opslaan."
"No customer ID defined.","Geen klant ID gedefinieerd."
"Please correct the quote items and try again.","Corrigeer de genoemde onderdelen en probeer het opnieuw."
"You have revoked the customer's tokens.","U hebt de klanten toegang ingetrokken voor de huidige sleutels."
"We can't find a customer to revoke.","We kunnen geen klant vinden om in te trekken."
"Something went wrong while saving file.","Er ging iets mis bij het opslaan van de bestanden."
"You deleted the customer group.","U heeft de klantgroep verwijderd."
"The customer group no longer exists.","De klantgroep bestaat niet langer."
"Customers","Klanten"
"New Group","Nieuwe groep"
"New Customer Groups","Nieuwe klantgroepen"
"Edit Group","Groep bewerken"
"Edit Customer Groups","Klantgroepen bewerken"
"You saved the customer group.","U heeft de klantgroep opgeslagen."
"Please select customer(s).","Selecteer klant(en)."
"Customer could not be deleted.","Klant kon niet verwijderd worden."
"You deleted the customer.","Klant verwijderd."
"Something went wrong while editing the customer.","Er ging iets mis tijdens het bewerken van de klant."
"Manage Customers","Klanten beheren"
"Please correct the data sent.","Corrigeer de gegevens die zijn verzonden."
"A total of %1 record(s) were updated.","%1 records zijn bijgewerkt."
"A total of %1 record(s) were deleted.","Een totaal van %1 veld(en) werden verwijderd."
"The customer will receive an email with a link to reset password.","De klant ontvangt een e-mail met een link om het wachtwoord opnieuw instellen."
"Something went wrong while resetting customer password.","Er ging iets mis tijdens het opnieuw instellen van het wachtwoord van de klant."
"You saved the customer.","U heeft de klant opgeslagen."
"Something went wrong while saving the customer.","Er ging iets mis bij het opslaan van de klant."
"Page not found.","Pagina niet gevonden."
"Customer has been unlocked successfully.","Klant is ontgrendeld."
"Online Customers","Online klanten"
"Customers Now Online","Klanten nu online"
"Please define Wish List item ID.","Geef verlanglijstje item-ID."
"Please load Wish List item.","Gelieve wens lijst item te laden."
"Login successful.","Succesvol ingelogd."
"Invalid login or password.","Ongeldige gebruikersnaam en/of wachtwoord."
"""%1"" section source is not supported","""%1"" sectie bron wordt niet ondersteund"
"%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface","%1 is geen uitbreiding van \Magento\Customer\CustomerData\SectionSourceInterface"
"No confirmation needed.","Geen bevestiging nodig."
"Account already active","Account is reeds actief"
"Invalid confirmation token","Ongeldige bevestigingssleutel"
"The account is locked.","Account is vergrendeld."
"This account is not confirmed.","Dit account is niet bevestigd."
"Invalid value of ""%value"" provided for the %fieldName field.","Ongeldige waarde van""%"" gegeven voor het %fieldName veld."
"Please enter a password with at most %1 characters.","Voer een wachtwoord in met ten hoogste %1 tekens."
"Please enter a password with at least %1 characters.","Voer een wachtwoord in met ten minste %1 tekens."
