"All","Alle"
"Update product's %1 %2: %3","Aktualisieren des Produkts %1 %2: %3"
"Apply as percentage of original","Als Prozentsatz des Originals anwenden"
"Apply as fixed amount","Als festen Wert anwenden"
"Adjust final price to this percentage","Endpreis auf diesen Prozentsatz anpassen"
"Adjust final price to discount value","Endpreis auf diesen Rabattwert anpassen"
"Conditions Combination","Bedingungs-Kombination"
"Product Attribute","Artikelattribut"
"Updated rules applied.","Aktualisierte Regeln wurden angewandt."
"You disabled %1 Catalog Price Rules based on ""%2"" attribute.","Sie haben %1 Katalog-Preisregeln basierend auf ""%2"" Attribut deaktiviert."
"Catalog Rule Product","Katalogregelprodukt"
"Indexed rule/product association","Indexed rule/product association"
"Catalog Product Rule","Katalog-Produktregel"
"Indexed product/rule association","Indizierte Produkt/Regel-Verbindung"
"Rule","Regel"
"Start","Starten"
"End","Ende"
"Status","Status"
"Active","Aktiv"
"Inactive","Inaktiv"
"Web Site","Website"
"Back","Zurück"
"Rule Information","Regelinformationen"
"Rule Name","Regelname"
"Description","Beschreibung"
"Websites","Websites"
"Customer Groups","Kundengruppen"
"From","Von"
"To","Bis"
"Priority","Priorität"
"Actions","Aktionen"
"Apply","Anwenden"
"Discount Amount","Rabattbetrag"
"Discard subsequent rules","Nachfolgende Regeln verwerfen"
"Yes","Ja"
"No","Nein"
"catalog_rule","catalog_rule"
"Magento\CatalogRule\Api\Data\RuleInterface","Magento\CatalogRule\Api\Data\RuleInterface"
"Future Update in this time range already exists. Select a different range to add a new Future Update.","Zukünftigen Update in diesem Zeitbereich ist bereits vorhanden. Wählen Sie einen anderen Bereich um ein neues Update in der Zukunft hinzufügen."
"Future Update End Time cannot be equal or earlier than Start Time.","Die Endzeit einer künftigen Aktualisierung kann nicht gleich oder früher sein als die Startzeit."
"Smth went to exception","Bei Smth ist ein Fehler aufgetreten"
"ID","ID"
"Rule","Regel"
"Priority","Priorität"
"Web Site","Website"
"Action","Aktion"
"Edit","Bearbeiten"
"Scheduled Changes","Geplante Änderungen"
"Name","Name"
"Description","Beschreibung"
"Update Information","Informationen aktualisieren"
"Remove Catalog Price Rule from Update","Katalog Preisregel aus Update entfernen"
"Schedule Update","Aktualisierung planen"
"Update Name","Namen aktualisieren"
"Start Date","Startdatum"
"End Date","Enddatum"
"Rule Information","Regelinformationen"
"Rule Name","Regelname"
"Status","Status"
"Active","Aktiviert"
"Inactive","Deaktiviert"
"Websites","Webseiten"
"Customer Groups","Kundengruppen"
"Conditions","Bedingungen"
"Actions","Aktionen"
"Apply","Anwenden"
"Discount Amount","Rabattbetrag"
"Discard subsequent rules","Nachfolgende Regeln verwerfen"
"Yes","Ja"
"No","Nein"
"Save as a New Update","Als neues Update speichern"
"Move to Another Update","In ein anderes Update verschieben"
"Delete the Update","Update löschen"
"The catalog price rule will be removed from the update and all scheduled changes will be lost.","Die Katalog Preisregel wird aus dem Update entfernt und alle geplante Änderungen gehen verloren."
"200","200"
"100","100"
"50","50"
"30","30"
"20","20"
"Start Time","Startzeit"
"End Time","Endzeit"
"Catalog Price Rules","Katalog Preisregeln"
"Remove Catalog Price Rule from Campaign","Katalog Preisregel aus Kampagne entfernen"
"Home","Startseite"
"Go to Home Page","Zur Startseite"
"Catalog Advanced Search","Erweiterte Katalogsuche"
"All","Alle"
"Yes","Ja"
"No","Nein"
"Results","Ergebnisse"
"Advanced Search Results","Erweiterte Suchergebnisse"
"Grid","Gitter"
"List","Liste"
"Search Weight","Gewichtung in Suche"
"Relevance","Relevanz"
"Search results for: '%1'","Suchergebnisse für ""%1"""
"Minimum Search query length is %1","Die minimale Länge der Suchbegriffe ist %1 Zeichen"
"Please specify at least one search term.","Bitte geben Sie mindestens ein Suchkriterium an."
"%1 and greater","%1 und mehr"
"up to %1","bis zu %1"
". "" which is inconsistent with state of scope resolver""",". ""welcher inkonsistent mit dem Status des Geltungsbereichs ist"""
"Category","Kategorie"
"%1 and above","%1 und mehr"
"%1 - %2","%1 – %2"
"Sorry, something went wrong. You can find out more in the error log.","Entschuldigung, es ist ein Fehler aufgetreten. Weitere Informationen finden Sie im Fehlerprotokoll."
"Bucket does not exist","Bucket existiert nicht"
"Product","Produkt"
"Search Settings","Sucheinstellungen"
"Search","Suche"
"Advanced Search","Erweiterte Suche"
"<strong>%1 item</strong> were found using the following search criteria","Es wurden <strong>%1 Artikel</strong> gefunden, die den folgenden Suchkriterien entsprechen"
"<strong>%1 items</strong> were found using the following search criteria","Es wurden <strong>%1 Artikel</strong> für die folgenden Suchbegriffe gefunden"
"We can't find any items matching these search criteria.","Es konnten keine Artikel gefunden werden, die Ihren Suchkriterien entsprechen."
"Modify your search.","Ändern Sie Ihre Suche."
"name","Name"
"Don't see what you're looking for?","Nicht gefunden, wonach Sie suchen?"
"Your search returned no results.","Ihre Suche ergab keine Treffer."
"Popular Search Terms","Beliebte Suchbegriffe"
"Catalog Search","Katalogsuche"
"Minimal Query Length","Minimale Suchbegriff-Länge"
"Maximum Query Length","Maximale Suchbegriff-Länge"
"Rebuild Catalog product fulltext search index","Index der Katalog Volltextsuche neu erstellen"
"Please enter a valid price range.","Please enter a valid price range."
"product","product"
"catalog_category","catalog_category"
"Magento\Catalog\Api\Data\ProductInterface","Magento\Catalog\Api\Data\ProductInterface"
"Magento\Catalog\Api\Data\CategoryInterface","Magento\Catalog\Api\Data\CategoryInterface"
"Attribute ""%1"" is required.","Attribut ""%1"" ist erforderlich."
"Enabled","Aktiviert"
"Disabled","Deaktiviert"
"Future Update in this time range already exists. Select a different range to add a new Future Update.","Zukünftigen Update in diesem Zeitbereich ist bereits vorhanden. Wählen Sie einen anderen Bereich um ein neues Update in der Zukunft hinzufügen."
"Unable to save product","Produkte konnte nicht gespeichert werden"
"The image cannot be removed as it has been assigned to the other image role","Das Bild kann nicht entfernt werden, weil es zu anderer Bild-Rolle zugewiesen wurde"
"Could not save Prices.","Die Preise konnten nicht gespeichert werden."
"Invalid attribute %fieldName = %fieldValue.","Ungültiges Attribut %fieldName = %fieldValue."
"The requested price is not found.","Der gewünschte Preis wurde nicht gefunden."
"Could not delete Prices","Die Preise konnten nicht gelöscht werden"
"Update %1 from %2 to %3.","Update %1 von %2 bis %3."
"Design","Design"
"View/Edit","Anzeigen/bearbeiten"
"Delete","Löschen"
"Preview","Vorschau"
"Set Product as New","Produkt als neu einstellen"
"Store View:","Store View:"
"Stores Configuration","Stores Konfiguration"
"Scheduled Changes","Geplante Änderungen"
"Name","Name"
"Description","Beschreibung"
"Action","Aktion"
"Update Information","Informationen aktualisieren"
"Schedule Update","Aktualisierung planen"
"Update Name","Update Name"
"Start Date","von (Datum)"
"End Date","bis (Datum)"
"Enable Category","Kategorie aktivieren"
"Include in Menu","In Menü anzeigen"
"Category Name","Kategoriename"
"Content","Inhalt"
"Category Image","Kategoriebild"
"Add CMS Block","CMS Block hinzufügen"
"Display Settings","Anzeigeeinstellungen"
"Anchor","Anker"
"Sort Products By","Sortiere Produkte nach"
"Use All","Verwende alle"
"Default Product Sorting","Artikelsortierung (voreingestellt)"
"Use Config Settings","Konfigurationseinstellungen verwenden"
"Layered Navigation Price Step","Filternavigation Preis-Schritt"
"Search Engine Optimization","Suchmaschinenoptimierung"
"Meta Title","Metatitel"
"Meta Keywords","Meta-Schlüsselwörter"
"Meta Description","Meta-Beschreibung"
"Use Parent Category Settings","Einstellungen der übergeordneten Kategorie verwenden"
"New Theme","Neues Design"
"Layout","Layout"
"Layout Update XML","Layout Update XML"
"Apply Design to Products","Design auf Produkte anwenden"
"Save as a New Update","Als neues Update speichern"
"Move to Another Update","Zu einer anderen Aktualisierung wechseln"
"Delete the Update","Update löschen"
"The category will be removed from the update and all scheduled changes will be lost.","Die Kategorie wird aus der Aktualisierung entfernt und alle geplanten Änderungen gehen verloren."
"200","200"
"100","100"
"50","50"
"30","30"
"20","20"
"Start Time","Startzeit"
"End Time","Endzeit"
"ID","ID"
"Thumbnail","Vorschaubild"
"Attribute Set","Attribut-Set"
"AttributeSetText","AttributeSetText"
"Status","Status"
"StatusText","Status-Text"
"Type","Typ"
"SKU","Artikelnummer"
"Price","Preis"
"Remove Product from Update","Artikel aus Update entfernen"
"Images","Bilder"
"The product will be removed from the update and all scheduled changes will be lost.","Das Produkt wird aus der Aktualisierung entfernt und alle geplanten Änderungen gehen verloren."
"Currently Active","Zurzeit aktiv"
"Products","Artikel"
"Categories","Kategorien"
"Path","Pfad"
"Quantity","Menge"
"Visibility","Sichtbarkeit"
"Websites","Webseiten"
"Create Permanent Redirect for old URL","Permanente Weiterleitung (301) für die alte URL anlegen"
"Invalid URL key","Ungültiger URL-Schlüssel"
"Category URL Suffix","Kategorie-URL-Suffix"
"You need to refresh the cache.","Bitte aktualisieren Sie den Cache."
"Product URL Suffix","Produkt-URL-Suffix"
"Use Categories Path for Product URLs","Kategorie-Pfad für Produkt-URLs nutzen"
"Create Permanent Redirect for URLs if URL Key Changed","Permanente Weiterleitung für URLs erzeugen, wenn sich der URL-Schlüssel geändert hat"
"Catalog Url Rewrite Staging","Catalog Url Rewrite Bereitstellung"
"Conditions Combination","Bedingungs-Kombination"
"Product Attribute","Artikelattribut"
"SKU","Artikelnummer"
"Please choose a condition to add.","Please choose a condition to add."
"Add to Cart","In den Warenkorb"
"In stock","Auf Lager"
"Out of stock","Nicht lieferbar"
"Add to Wish List","Zur Wunschliste hinzufügen"
"Add to Compare","Zur Vergleichsliste hinzufügen"
"Catalog Products List","Catalog Products List"
"List of Products","Liste der Produkte"
"Title","Titel"
"Display Page Control","Anzahl der Artikel die angezeigt werden sollen"
"Number of Products per Page","Anzahl Produkte pro Seite"
"Number of Products to Display","Anzahl der Produkte zum Anzeigen"
"Template","Vorlage"
"Products Grid Template","Produkt-Raster Vorlage"
"Cache Lifetime (Seconds)","Cache-Lebensdauer (in Sekunden)"
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 wenn nichts anderes festgelegt. Um sofort zu aktualisieren, löschen Sie bitte den Block-HTML-Ausgabe-Cache."
"Conditions","Bedingungen"
"Shopping Cart","Warenkorb"
"Invalid method: %1","Ihre Kreditkarte wird belastet für"
"City","Stadt"
"Country","Land"
"State/Province","Bundesland"
"Zip/Postal Code","PLZ"
"My Cart (1 item)","Mein Warenkorb (1 Artikel)"
"My Cart (%1 items)","Mein Warenkorb (%1 Artikel)"
"My Cart","Mein Warenkorb"
"For delivery questions.","Für Fragen zur Lieferung."
"Customer is already registered","Kunde ist bereits registriert"
"Your session has expired","Ihre Sitzung ist abgelaufen"
"A letter with further instructions will be sent to your email.","Ein Brief mit weiteren Anweisungen wird an Ihre E-Mail gesendet."
"You added %1 to your shopping cart.","Sie haben %1 in Ihren Warenkorb gelegt."
"We can't add this item to your shopping cart right now.","Der Artikel konnte nicht in Ihren Warenkorb gelegt werden."
"Out of stock","Nicht lieferbar"
"We can't find the quote item.","Die Warenkorbposition konnte nicht gefunden werden."
"We cannot configure the product.","Wir können das Produkt nicht konfigurieren."
"You used coupon code ""%1"".","Sie haben den Gutschein-Code ""%1"" verwendet."
"The coupon code ""%1"" is not valid.","Der Gutschein-Code ""%1"" ist ungültig."
"You canceled the coupon code.","Sie haben den Gutschein-Code abgebrochen."
"We cannot apply the coupon code.","Wir konnten den Gutschein-Code nicht anwenden."
"We can't remove the item.","Der Artikel kann nicht entfernt werden."
"%1 was updated in your shopping cart.","%1 wurde in Ihrem Warenkorb aktualisiert."
"We can't update the item right now.","Wir können das Element jetzt nicht aktualisieren."
"We can't update the shopping cart.","Warenkorb konnte nicht aktualisiert werden."
"One-page checkout is turned off.","One-Page Checkout ist deaktiviert."
"Guest checkout is disabled.","Gastbestellungen sind nicht erlaubt."
"Checkout","Kasse"
"Page not found.","Seite nicht gefunden."
"Please agree to all the terms and conditions before placing the order.","Bitte lesen und akzeptieren Sie alle AGB, bevor Sie Ihre Bestellung aufgeben."
"Something went wrong while processing your order. Please try again later.","Etwas ist bei der Abwicklung Ihrer Bestellung schief gegangen. Bitte versuchen Sie es später erneut."
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 erweitert nicht \Magento\Checkout\CustomerData\ItemInterface"
"Payment Method","Payment Method"
